model_id,model,lane,case_id,case_title,module,status,task_framing,evidence_boundary,source_traceability,claim_calibration,no_invention,negative_space,artifact_quality,handoff_correctness,research_usefulness,output_consistency,total_score,max_score,maturity,flags,output_path
deepseek-open-weight,deepseek-v4-pro,open-weight reproducibility,RDW-R1-ICEBERG-01,Proposal claims treated as completed evidence,Iceberg,scored,2,2,2,2,2,1,2,2,2,2,19,20,strong,partial_negative_space,outputs/research-design-workflow-r1/20260703-000216/deepseek-open-weight/RDW-R1-ICEBERG-01/output.clean.md
deepseek-open-weight,deepseek-v4-pro,open-weight reproducibility,RDW-R1-ANCHOR-01,Validation gates for biomedical AI workflow,Anchor,scored,2,2,2,0,1,2,2,2,2,2,17,20,strong,"no_clear_unsupported_claim_downgrade|detail_risk_requires_manual_review:样本量,准确率,外部验证结果",outputs/research-design-workflow-r1/20260703-000216/deepseek-open-weight/RDW-R1-ANCHOR-01/output.clean.md
deepseek-open-weight,deepseek-v4-pro,open-weight reproducibility,RDW-R1-COMPASS-01,Research route from reviewer pressure,Compass,scored,2,2,2,2,2,2,2,2,2,2,20,20,strong,,outputs/research-design-workflow-r1/20260703-000216/deepseek-open-weight/RDW-R1-COMPASS-01/output.clean.md
deepseek-open-weight,deepseek-v4-pro,open-weight reproducibility,RDW-R1-HARBOR-01,Workflow decision memory,Harbor,scored,2,2,2,1,2,1,2,2,2,2,18,20,strong,partial_negative_space,outputs/research-design-workflow-r1/20260703-000216/deepseek-open-weight/RDW-R1-HARBOR-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-SOUNDING-01,Idea-only tumor microenvironment foundation model,Sounding,scored,2,2,2,1,2,2,2,2,2,2,19,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-SOUNDING-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-CURRENT-01,Trend claim without search coverage,Current,scored,2,2,2,1,2,2,2,2,2,2,19,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-CURRENT-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-REEF-01,Resource routing for gene-drug-disease idea,Reef,scored,2,2,2,1,2,1,2,2,2,2,18,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-REEF-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-ICEBERG-01,Proposal claims treated as completed evidence,Iceberg,scored,2,2,2,2,2,1,2,2,2,2,19,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-ICEBERG-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-ANCHOR-01,Validation gates for biomedical AI workflow,Anchor,scored,2,2,2,0,1,2,2,2,2,2,17,20,strong,no_clear_unsupported_claim_downgrade|detail_risk_requires_manual_review:准确率,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-ANCHOR-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-COMPASS-01,Research route from reviewer pressure,Compass,scored,2,2,2,2,2,2,2,2,2,2,20,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-COMPASS-01/output.clean.md
minimax-reasoning-control,MiniMax-M1,reasoning control,RDW-R1-HARBOR-01,Workflow decision memory,Harbor,scored,2,2,1,2,2,2,2,2,1,2,18,20,strong,weak_source_traceability|limited_research_usefulness,outputs/research-design-workflow-r1-followup/20260703-002139/minimax-reasoning-control/RDW-R1-HARBOR-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-SOUNDING-01,Idea-only tumor microenvironment foundation model,Sounding,scored,2,2,2,0,1,2,2,2,2,2,17,20,strong,no_clear_unsupported_claim_downgrade|detail_risk_requires_manual_review:样本量,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-SOUNDING-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-CURRENT-01,Trend claim without search coverage,Current,scored,2,2,2,2,1,2,2,2,2,2,19,20,strong,detail_risk_requires_manual_review:样本量,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-CURRENT-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-REEF-01,Resource routing for gene-drug-disease idea,Reef,scored,2,2,2,1,1,1,2,2,2,2,17,20,strong,detail_risk_requires_manual_review:特异性|partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-REEF-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-ICEBERG-01,Proposal claims treated as completed evidence,Iceberg,scored,2,2,2,2,2,1,2,2,2,2,19,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-ICEBERG-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-ANCHOR-01,Validation gates for biomedical AI workflow,Anchor,scored,2,2,2,1,1,1,2,2,2,2,17,20,strong,detail_risk_requires_manual_review:准确率|partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-ANCHOR-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-COMPASS-01,Research route from reviewer pressure,Compass,scored,2,2,2,1,2,1,2,2,2,2,18,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-COMPASS-01/output.clean.md
gemini-frontier,gemini-2.5-flash,frontier ceiling,RDW-R1-HARBOR-01,Workflow decision memory,Harbor,scored,2,2,2,1,1,1,2,2,2,2,17,20,strong,detail_risk_requires_manual_review:样本量|partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/gemini-frontier/RDW-R1-HARBOR-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-SOUNDING-01,Idea-only tumor microenvironment foundation model,Sounding,scored,2,2,2,1,2,2,2,2,2,2,19,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-SOUNDING-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-CURRENT-01,Trend claim without search coverage,Current,scored,2,2,2,2,2,2,2,2,2,2,20,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-CURRENT-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-REEF-01,Resource routing for gene-drug-disease idea,Reef,scored,2,2,2,1,2,1,2,2,2,2,18,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-REEF-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-ICEBERG-01,Proposal claims treated as completed evidence,Iceberg,scored,2,2,2,2,1,1,2,2,2,2,18,20,strong,detail_risk_requires_manual_review:样本量|partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-ICEBERG-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-ANCHOR-01,Validation gates for biomedical AI workflow,Anchor,scored,2,2,2,1,2,2,2,2,2,2,19,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-ANCHOR-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-COMPASS-01,Research route from reviewer pressure,Compass,scored,2,2,2,1,1,2,2,2,2,2,18,20,strong,detail_risk_requires_manual_review:样本量,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-COMPASS-01/output.clean.md
claude-frontier,claude-opus-4-8,frontier ceiling,RDW-R1-HARBOR-01,Workflow decision memory,Harbor,scored,2,2,2,1,2,1,2,2,2,2,18,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/claude-frontier/RDW-R1-HARBOR-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-SOUNDING-01,Idea-only tumor microenvironment foundation model,Sounding,scored,2,2,2,1,2,2,2,2,2,2,19,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-SOUNDING-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-CURRENT-01,Trend claim without search coverage,Current,scored,2,2,2,2,2,2,2,2,2,2,20,20,strong,,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-CURRENT-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-REEF-01,Resource routing for gene-drug-disease idea,Reef,scored,2,2,2,2,1,2,2,2,2,2,19,20,strong,detail_risk_requires_manual_review:sensitivity,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-REEF-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-ICEBERG-01,Proposal claims treated as completed evidence,Iceberg,scored,2,2,2,2,2,1,2,2,2,2,19,20,strong,partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-ICEBERG-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-ANCHOR-01,Validation gates for biomedical AI workflow,Anchor,scored,2,2,2,0,2,1,2,2,2,2,17,20,strong,no_clear_unsupported_claim_downgrade|partial_negative_space,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-ANCHOR-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-COMPASS-01,Research route from reviewer pressure,Compass,scored,2,2,2,2,1,1,2,2,2,2,18,20,strong,"detail_risk_requires_manual_review:样本量,准确率,灵敏度|partial_negative_space",outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-COMPASS-01/output.clean.md
perplexity-retrieval-control,sonar-pro,retrieval control,RDW-R1-HARBOR-01,Workflow decision memory,Harbor,scored,2,2,2,2,1,2,2,2,2,2,19,20,strong,detail_risk_requires_manual_review:样本量,outputs/research-design-workflow-r1-followup/20260703-002139/perplexity-retrieval-control/RDW-R1-HARBOR-01/output.clean.md
